metric,name,interpretation,first,last,delta,best_min,best_max,mean,steps_logged
reward/raw_fairness_debt,reward/raw_fairness_debt,Context only,1.993749976158142,2.1511285305023193,0.15737855434417725,0.9095920324325562,4.0,2.8341373493436905,244
reward/raw_flow_gate,reward/raw_flow_gate,Context only,0.5625,0.5,-0.0625,0.0,0.625,0.23917789470221176,244
reward/raw_gridlock_seconds,Gridlock Seconds,Lower is better,0.0,0.0,0.0,0.0,11.0,1.2561475409836065,244
reward/raw_hard_fairness_debt,reward/raw_hard_fairness_debt,Context only,0.4375,0.5,0.0625,0.375,1.0,0.7382172131147541,244
reward/raw_phase_change_penalty,reward/raw_phase_change_penalty,Context only,0.0625,0.0625,0.0,0.0,0.25,0.035860655737704916,244
reward/raw_phase_changed,reward/raw_phase_changed,Context only,0.125,0.125,0.0,0.0,0.5,0.14344262295081966,244
reward/raw_phase_hold_seconds,reward/raw_phase_hold_seconds,Context only,12.5,11.5,-1.0,6.5,18.75,12.156762295081966,244
reward/raw_pressure,reward/raw_pressure,Context only,-33.0625,-44.125,-11.0625,-89.0625,-16.0625,-53.18724385245902,244
reward/raw_previous_phase_hold_seconds,reward/raw_previous_phase_hold_seconds,Context only,16.25,15.0,-1.25,10.0,22.25,16.059426229508198,244
reward/raw_queue,Queued Vehicles,Lower is better,21.25,34.5,13.25,12.6875,72.8125,42.721311475409834,244
reward/raw_short_phase_excess,reward/raw_short_phase_excess,Context only,0.0,0.0,0.0,0.0,0.75,0.01639344262295082,244
reward/raw_starvation_excess,reward/raw_starvation_excess,Context only,1591.5625,3837.125,2245.5625,1319.3125,12616.625,4990.16649590164,244
reward/raw_starvation_penalty,reward/raw_starvation_penalty,Context only,1.3125,1.4134539365768433,0.10095393657684326,0.22517795860767365,3.0,1.8492457036722878,244
reward/raw_starved_lanes,reward/raw_starved_lanes,Context only,2.3125,2.875,0.5625,0.75,6.625,3.7190061475409837,244
reward/raw_stopped_ratio,Stopped Vehicle Ratio,Lower is better,0.4357229173183441,0.6163045167922974,0.18058159947395325,0.4357229173183441,0.7599462866783142,0.6486506392476988,244
reward/raw_tail_wait_excess,reward/raw_tail_wait_excess,Context only,1513.0,3291.0625,1778.0625,1196.9375,10632.1875,4361.649846311476,244
reward/raw_tail_wait_mean,reward/raw_tail_wait_mean,Context only,557.0625,1149.9166259765625,592.8541259765625,457.1875,3631.958251953125,1526.082052887463,244
reward/raw_tail_wait_penalty,reward/raw_tail_wait_penalty,Context only,1.3125,1.4354445934295654,0.12294459342956543,0.2611660957336426,3.0,1.881022012380303,244
reward/raw_total_wait,Total Waiting Time,Lower is better,1962.5,4276.4375,2313.9375,1585.625,13519.625,5560.1265368852455,244
reward/raw_worst_lane_wait,Worst-Lane Waiting Time,Lower is better,744.0625,1984.4375,1240.375,696.875,6044.875,2410.7382172131147,244
reward/reward_total,Step Reward,Higher is better,-23.928491592407227,-27.703598022460938,-3.775106430053711,-58.35477828979492,-6.062043190002441,-36.14321629727473,244
reward/short_phase,reward/short_phase,Context only,0.0,0.0,0.0,-0.03750000149011612,0.0,-0.0008196721586291908,244
reward/speed,reward/speed,Context only,0.36944523453712463,0.2730743885040283,-0.09637084603309631,0.0,0.36944523453712463,0.10094465492565938,244
reward/starvation,reward/starvation,Context only,-9.1875,-9.894177436828613,-0.7066774368286133,-21.0,-1.576245665550232,-12.944719867139566,244
reward/starved_lanes,reward/starved_lanes,Context only,-1.734375,-2.15625,-0.421875,-4.40625,-0.5625,-2.758516905737705,244
reward/tail_wait,reward/tail_wait,Context only,-6.5625,-7.177223205566406,-0.6147232055664062,-15.0,-1.305830478668213,-9.4051100738713,244
reward/throughput,Throughput Reward,Higher is better,0.0,0.08124999701976776,0.08124999701976776,0.0,0.08124999701976776,0.01270336650128736,244
reward/wait,reward/wait,Context only,-0.981249988079071,-1.424375057220459,-0.44312506914138794,-3.4659061431884766,-0.37062498927116394,-1.8398008455262809,244
reward/worst_lane,reward/worst_lane,Context only,-4.862500190734863,-5.065625190734863,-0.203125,-10.0,-1.7552083730697632,-6.692789444669348,244
rollout/ep_len_mean,rollout/ep_len_mean,Context only,3600.0,7200.0,3600.0,3600.0,9900.0,7293.862652689054,181
rollout/ep_rew_mean,Episode Reward Mean,Higher is better,-119170.3984375,-267261.59375,-148091.1953125,-380659.53125,-117852.8671875,-265293.29510531767,181
safety/actual_phase_switches,safety/actual_phase_switches,Context only,2.0,2.0,0.0,1.0,8.0,2.6475409836065573,244
safety/cadence_suppressed_switches,safety/cadence_suppressed_switches,Context only,10.0,8.0,-2.0,3.0,13.0,7.991803278688525,244
safety/fairness_forced_switches,safety/fairness_forced_switches,Context only,3.0,1.0,-2.0,1.0,3.0,1.209016393442623,244
safety/fairness_guardrail_hold_active,safety/fairness_guardrail_hold_active,Context only,3.0,3.0,0.0,1.0,5.0,1.8565573770491803,244
safety/fairness_guardrail_suppressed_switches,safety/fairness_guardrail_suppressed_switches,Context only,1.0,1.0,0.0,1.0,8.0,1.2295081967213115,244
safety/max_service_age,safety/max_service_age,Context only,46.25,48.5,2.25,45.5,95.75,71.94057377049181,244
safety/max_service_debt,safety/max_service_debt,Context only,46.25,48.5,2.25,45.5,95.75,71.94057377049181,244
safety/phase_forced_switches,safety/phase_forced_switches,Context only,1.0,1.0,0.0,1.0,1.0,1.0,66
time/fps,time/fps,Context only,176.0,40.0,-136.0,39.0,176.0,43.380434782608695,184
train/approx_kl,Approximate KL,Stable range: about 0.003-0.03,0.02375081740319729,0.007176095619797707,-0.016574721783399582,0.006347302347421646,0.04805118218064308,0.019393837366945266,183
train/clip_fraction,Clip Fraction,Stable range: about 0.05-0.25,0.193206787109375,0.06404419243335724,-0.12916259467601776,0.05380859225988388,0.23331299424171448,0.15269508556834335,183
train/clip_range,train/clip_range,Context only,0.20000000298023224,0.20000000298023224,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,183
train/entropy_loss,Entropy Loss,Should rise gradually toward 0,-0.6605844497680664,-0.6121352910995483,0.048449158668518066,-0.7299491167068481,-0.4750138521194458,-0.6124711258163869,183
train/explained_variance,Explained Variance,Higher is better,0.9937496185302734,0.9979106783866882,0.004161059856414795,0.989557147026062,0.9999415874481201,0.9978668758126555,183
train/learning_rate,train/learning_rate,Context only,0.00029863466625101864,5.014400085201487e-05,-0.0002484906653990038,5.014400085201487e-05,0.00029863466625101864,0.00017438933492321367,183
train/loss,train/loss,Context only,-0.04455552250146866,-0.030530821532011032,0.014024700969457626,-0.06896337866783142,-0.02012212947010994,-0.046995003855293566,183
train/policy_gradient_loss,Policy Gradient Loss,Context only,-0.026502488180994987,-0.017709773033857346,0.008792715147137642,-0.03791414201259613,-0.0170625951141119,-0.02875992415544114,183
train/value_loss,Value Loss,Lower is usually better,0.001953071914613247,0.0012115191202610731,-0.0007415527943521738,7.124121475499123e-05,0.003608480328693986,0.0008035231224366825,183
