metric,name,interpretation,first,last,delta,best_min,best_max,mean,steps_logged
rollout/ep_rew_mean,Episode Reward Mean,Higher is better,-19035.234375,-11313.1494140625,7722.0849609375,-19035.234375,-9621.427734375,-14105.83057348279,207
time/fps,time/fps,Context only,74.0,28.0,-46.0,21.0,74.0,27.042857142857144,210
train/approx_kl,Approximate KL,Stable range: about 0.003-0.03,0.011605490930378437,0.009612311609089375,-0.0019931793212890625,0.008106257766485214,0.017261842265725136,0.012793482419406399,209
train/clip_fraction,Clip Fraction,Stable range: about 0.05-0.25,0.11788737028837204,0.08977864682674408,-0.02810872346162796,0.08324381709098816,0.16765137016773224,0.1328911547099004,209
train/clip_range,train/clip_range,Context only,0.20000000298023224,0.20000000298023224,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,209
train/entropy_loss,Entropy Loss,Should rise gradually toward 0,-1.3783211708068848,-0.6779456734657288,0.700375497341156,-1.3783211708068848,-0.6246531009674072,-0.8330034339827214,209
train/explained_variance,Explained Variance,Higher is better,-0.39869093894958496,0.9995558857917786,1.3982468247413635,-1.250941514968872,0.9998264312744141,0.9753056271224501,209
train/learning_rate,train/learning_rate,Context only,0.0002989759959746152,8.598400017945096e-05,-0.00021299199579516426,8.598400017945096e-05,0.0002989759959746152,0.0001924799999047258,209
train/loss,train/loss,Context only,-0.006941657513380051,-0.04699786379933357,-0.04005620628595352,-0.07835439592599869,-0.006941657513380051,-0.04950333586292404,209
train/policy_gradient_loss,Policy Gradient Loss,Context only,-0.013080350123345852,-0.023562312126159668,-0.010481962002813816,-0.035214848816394806,-0.011668907478451729,-0.027771145644548693,209
train/value_loss,Value Loss,Lower is usually better,0.1766466349363327,0.00019289195188321173,-0.1764537429844495,5.837261051055975e-05,0.1766466349363327,0.001659042702950331,209
