metric,name,interpretation,first,last,delta,best_min,best_max,mean,steps_logged
reward/tail_wait,reward/tail_wait,Context only,-6.0,-9.178342819213867,-3.178342819213867,-12.261767387390137,-5.310854434967041,-8.945144385904879,148
reward/throughput,Throughput Reward,Higher is better,0.016249999403953552,0.032499998807907104,0.016249999403953552,0.0,0.09749999642372131,0.01825701173495602,148
reward/wait,reward/wait,Context only,-1.1530749797821045,-2.233649969100952,-1.0805749893188477,-2.9858500957489014,-0.6948500275611877,-1.7493880085043005,148
reward/worst_lane,reward/worst_lane,Context only,-4.287499904632568,-6.419166564941406,-2.131666660308838,-8.363333702087402,-4.084166526794434,-6.288012378924602,148
rollout/ep_len_mean,rollout/ep_len_mean,Context only,3600.0,9180.0,5580.0,3600.0,9540.0,7370.029229856005,102
rollout/ep_rew_mean,Episode Reward Mean,Higher is better,-118690.2734375,-323464.90625,-204774.6328125,-332016.0,-118690.2734375,-250273.19791666666,102
safety/actual_phase_switches,safety/actual_phase_switches,Context only,5.0,5.0,0.0,1.0,10.0,4.72972972972973,148
safety/adaptive_cadence_releases,safety/adaptive_cadence_releases,Context only,3.0,3.0,0.0,1.0,9.0,3.9054054054054053,148
safety/cadence_suppressed_switches,safety/cadence_suppressed_switches,Context only,8.0,10.0,2.0,3.0,14.0,7.972972972972973,148
safety/fairness_forced_switches,safety/fairness_forced_switches,Context only,1.0,1.0,0.0,1.0,3.0,1.162162162162162,148
safety/fairness_guardrail_hold_active,safety/fairness_guardrail_hold_active,Context only,1.0,1.0,0.0,1.0,3.0,1.1418918918918919,148
safety/fairness_guardrail_suppressed_switches,safety/fairness_guardrail_suppressed_switches,Context only,1.0,1.0,0.0,1.0,1.0,1.0,106
safety/max_service_age,safety/max_service_age,Context only,49.20000076293945,54.0,4.799999237060547,35.20000076293945,74.5999984741211,57.6121619714273,148
safety/max_service_debt,safety/max_service_debt,Context only,49.20000076293945,54.0,4.799999237060547,35.20000076293945,74.5999984741211,57.6121619714273,148
safety/phase_forced_switches,safety/phase_forced_switches,Context only,1.0,1.0,0.0,1.0,1.0,1.0,6
safety/requested_queue_advantage,safety/requested_queue_advantage,Context only,-5.300000190734863,3.450000047683716,8.750000238418579,-7.800000190734863,7.900000095367432,1.3979729600754138,148
safety/requested_service_debt,safety/requested_service_debt,Context only,0.0,6.599999904632568,6.599999904632568,0.0,12.600000381469727,2.578378385234926,148
time/fps,time/fps,Context only,214.0,46.0,-168.0,46.0,214.0,51.857142857142854,105
train/approx_kl,Approximate KL,Stable range: about 0.003-0.03,0.02691301703453064,0.015597720630466938,-0.011315296404063702,0.01364191435277462,0.040118735283613205,0.024231360741676047,104
train/clip_fraction,Clip Fraction,Stable range: about 0.05-0.25,0.21335937082767487,0.14140625298023224,-0.07195311784744263,0.11997070163488388,0.25972655415534973,0.18112309384517944,104
train/clip_range,train/clip_range,Context only,0.20000000298023224,0.20000000298023224,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,104
train/entropy_loss,Entropy Loss,Should rise gradually toward 0,-0.6516777276992798,-0.6230078339576721,0.028669893741607666,-0.6969419717788696,-0.5516787171363831,-0.6224667601860486,104
train/explained_variance,Explained Variance,Higher is better,0.994680643081665,0.9999145269393921,0.005233883857727051,0.9912430047988892,0.9999840259552002,0.9980268300725863,104
train/learning_rate,train/learning_rate,Context only,0.00029829333652742207,0.0001225066662300378,-0.00017578667029738426,0.0001225066662300378,0.00029829333652742207,0.00021039999997950732,104
train/loss,train/loss,Context only,-0.022649751976132393,-0.05663105100393295,-0.03398129902780056,-0.06697650253772736,-0.022649751976132393,-0.04880869573053832,104
train/policy_gradient_loss,Policy Gradient Loss,Context only,-0.02325054444372654,-0.027912713587284088,-0.0046621691435575485,-0.037508562207221985,-0.020653264597058296,-0.029847210738807917,104
train/value_loss,Value Loss,Lower is usually better,0.0016471470007672906,7.663726137252524e-05,-0.0015705097393947653,1.8362638002145104e-05,0.00248905667103827,0.0007278153163952084,104
